507
3 1
42 14 30
1 33 22
24 36 30
1 35 35
29 33 35
26 33 22
21 7 22
5 6 41
19 23 30
35 19 35
13 43 30
38 43 22
2 43 5
17 35 35
22 15 35
41 11 13
42 2 41
11 2 35
38 5 6
7 9 30
38 37 22
20 21 35
39 7 22
39 38 22
3 35 5
37 1 22
18 25 22
5 8 22
22 20 35
2 4 1
16 36 22
19 1 30
36 11 35
42 2 42
37 13 22
7 40 22
31 18 22
11 17 35
32 19 22
7 26 22
8 19 22
18 6 22
43 38 22
34 5 30
15 5 35
31 12 35
31 4 22
1 9 30
20 36 35
31 35 35
35 41 35
2 24 30
1 21 22
30 1 30
39 17 22
23 4 22
40 9 22
2 38 22
9 7 30
31 24 34
8 16 22
30 11 35
1 26 22
18 14 22
2 35 35
28 11 35
9 10 22
36 12 35
30 42
22 28 22
1 29 1
27 29 1
24 18 1
13 6 9
10 5 1
2 8 1
22 1 1
15 4 1
20 3 1
12 4 1
8 16 1
24 28 1
26 17 1
7 8 8
23 6 1
10 30 1
17 23 1
20 26 1
10 28 1
9 12 1
18 22 16
30 9 24
11 18 1
14 11 16
13 5 1
17 4 1
14 3 1
9 29 1
7 3 1
7 21 11
29 11 1
11 4 1
22 4 26
11 2 1
13 1 1
21 19 24
21 17 1
10 4 5
8 11 11
28 10 1
10 28 1
53 101
23 9 10
36 47 28
12 29 31
15 50 5
26 24 31
18 45 28
51 22 28
41 48 28
31 42 10
33 50 10
20 32 10
20 3 5
29 1 10
40 33 10
42 9 10
20 13 28
52 37 28
46 4 10
50 43 28
40 13 28
35 21 28
21 10 10
10 4 10
41 16 31
40 35 28
8 32 10
21 23 5
11 34 10
24 52 28
40 29 31
39 17 28
16 15 31
16 11 10
1 36 28
23 41 5
7 27 5
35 37 28
36 32 28
21 5 5
4 50 10
33 26 10
2 23 28
24 40 31
31 6 10
24 1 10
2 36 37
38 37 28
23 26 5
52 14 28
34 27 5
49 21 31
40 48 28
51 20 5
21 25 28
28 3 28
27 49 5
31 8 31
21 52 28
39 51 28
29 18 28
7 33 10
9 21 10
53 26 5
46 3 31
29 23 5
8 3 31
26 2 28
7 5 5
24 10 10
18 38 28
49 26 31
50 18 28
45 23 28
53 5 5
53 48 28
27 45 28
36 23 28
50 42 10
38 40 31
36 32 28
21 38 31
34 7 5
3 22 28
16 21 31
50 25 28
37 41 28
31 52 28
48 4 28
11 30 10
45 31 28
49 38 31
23 49 5
44 5 5
45 11 28
41 3 31
10 24 10
11 8 10
8 18 28
38 11 10
22 28 28
40 12 31
14 24
6 13 14
14 7 14
6 8 14
14 9 14
5 13 14
1 5 14
7 8 8
1 11 14
1 5 14
14 2 14
5 1 14
13 14 14
2 14 14
9 14 14
6 2 14
12 8 8
13 4 1
3 10 3
4 11 14
6 7 14
4 1 1
9 12 14
9 12 14
9 6 14
37 30
1 5 20
29 25 9
12 11 20
20 7 19
25 2 9
16 23 9
35 17 20
20 27 20
37 11 8
27 12 36
27 20 20
17 5 8
23 13 8
30 24 20
33 37 9
12 6 20
19 3 19
15 10 9
34 12 20
31 15 9
7 11 19
7 20 19
34 2 20
14 13 20
18 17 9
28 30 8
35 1 33
18 12 9
16 15 9
36 8 9
39 38
14 21 11
35 5 27
11 26 11
2 14 20
33 12 15
28 8 27
15 32 27
2 19 27
12 10 27
15 19 15
1 37 33
23 19 15
7 12 27
15 33 15
35 1 27
36 14 34
28 6 36
8 16 11
10 24 34
11 37 11
28 25 34
7 32 27
8 38 11
24 30 20
6 5 27
8 6 27
5 3 19
34 39 27
37 12 15
26 28 34
26 18 14
27 39 27
34 20 20
37 39 27
34 8 27
1 7 27
9 8 27
7 20 27
51 103
16 29 29
11 2 47
32 39 9
17 51 35
44 34 9
45 26 26
40 25 9
12 2 9
30 12 9
16 48 43
39 11 47
19 48 43
9 18 9
44 6 9
29 25 9
33 37 29
36 30 9
30 6 9
27 3 47
17 31 17
37 9 9
23 9 9
25 42 12
32 39 9
35 13 34
33 45 9
35 1 9
50 37 9
14 21 9
18 22 9
40 49 9
25 1 25
34 15 9
7 49 9
4 7 9
47 51 9
23 8 9
3 17 50
30 28 9
17 28 9
4 28 9
37 17 9
12 49 25
24 37 9
24 34 9
33 43 43
34 33 34
15 6 9
46 42 9
11 10 9
4 12 9
47 27 47
16 38 43
46 3 14
30 1 9
27 23 9
15 30 2
4 36 9
24 39 47
22 9 9
14 17 2
7 14 9
33 19 43
5 27 9
25 2 9
34 18 34
33 36 9
17 41 47
25 6 9
24 22 47
46 16 9
39 47 47
15 10 9
43 30 9
44 49 25
47 40 9
25 38 9
24 37 9
21 35 9
20 29 29
39 37 9
14 3 14
26 40 9
44 45 9
35 16 43
14 40 9
47 11 47
50 41 9
40 23 40
27 29 9
50 8 9
51 6 9
20 37 29
33 51 9
29 4 9
46 35 9
31 41 47
16 37 29
9 10 9
42 51 25
10 39 9
10 40 10
31 30 2
41 45
25 35 1
16 9 21
23 12 1
24 38 1
23 40 1
26 5 29
36 14 2
9 31 1
27 32 1
20 33 1
12 8 8
39 40 39
19 24 1
22 36 1
34 28 1
16 32 21
8 17 1
34 9 1
4 32 1
24 18 2
38 2 1
5 11 5
10 19 29
22 10 1
29 4 1
33 8 1
19 7 29
40 10 10
40 2 1
30 9 1
38 40 21
13 10 1
16 8 8
33 15 1
19 8 29
20 23 1
33 28 1
18 17 1
37 20 1
29 36 1
28 23 1
22 28 22
21 32 21
2 26 1
28 37 1
11 75
7 5 3
8 11 1
7 6 1
1 10 1
1 10 1
5 6 3
4 5 3
1 2 1
4 3 3
6 3 3
5 6 3
3 11 3
10 3 3
6 4 1
3 9 3
3 11 3
4 5 3
2 7 1
1 3 3
2 10 1
2 11 1
10 5 3
11 8 1
3 11 3
8 6 8
7 11 11
3 6 3
5 3 3
4 7 4
5 1 3
5 2 3
6 10 1
1 10 1
4 5 3
11 5 3
8 10 1
2 3 3
10 11 11
1 10 1
10 1 1
2 1 1
3 6 3
8 1 1
5 7 3
10 9 1
5 6 3
2 9 1
10 4 4
5 8 3
5 2 3
10 5 3
1 10 1
10 6 1
7 4 4
10 6 1
8 11 1
8 1 1
8 2 8
2 1 1
2 5 3
3 11 3
5 8 3
10 5 3
9 5 3
11 9 1
5 2 3
7 1 1
2 1 1
10 9 1
4 2 1
10 2 1
3 10 3
4 6 1
8 5 3
3 6 3
49 47
29 9 15
22 36 26
48 21 37
1 41 2
21 20 37
16 12 37
16 35 37
8 24 37
14 27 15
3 5 26
2 49 37
2 43 2
15 9 15
20 8 37
9 46 37
38 44 37
32 17 4
41 38 4
6 20 2
30 32 37
31 25 37
27 44 35
45 36 26
5 25 15
12 7 37
33 35 37
24 31 37
32 44 37
1 22 2
29 12 37
19 7 37
17 23 37
29 33 15
16 46 37
21 16 37
40 25 15
47 30 37
12 49 49
40 2 2
18 38 37
29 22 15
19 23 46
7 13 26
38 47 4
45 27 47
39 28 37
32 27 15
37 89
3 30 33
28 14 10
13 14 10
4 33 33
19 21 33
2 12 2
18 5 33
33 23 33
31 32 33
18 2 33
16 31 33
5 14 10
35 30 33
33 3 33
26 17 33
37 8 33
9 14 9
27 9 33
4 20 10
26 2 33
12 36 33
19 16 18
32 28 33
9 17 9
24 21 33
12 33 33
19 8 33
7 8 8
37 7 33
34 22 33
36 4 33
13 3 10
13 11 33
34 16 33
18 35 33
9 30 33
26 30 33
8 36 36
35 6 33
28 13 28
14 13 10
4 35 10
28 18 33
15 13 10
15 32 33
29 14 9
16 27 33
20 3 10
19 4 33
11 10 33
19 26 33
30 31 33
10 5 10
5 30 33
34 29 33
8 31 33
24 26 33
35 3 35
18 26 33
3 26 33
3 1 33
7 1 7
31 7 33
36 33 33
6 11 6
36 28 33
14 35 9
20 6 33
26 33 33
27 26 33
33 26 33
37 10 33
24 14 33
13 23 33
3 6 33
30 7 33
35 4 10
6 33 33
23 36 36
15 32 33
17 30 33
36 16 33
21 25 33
30 5 33
31 27 33
5 22 10
11 30 33
23 30 33
3 1 33
10 49
2 10 8
10 9 7
10 8 8
6 8 8
3 5 8
8 6 8
5 10 8
9 10 8
2 4 8
4 1 8
2 4 8
6 5 8
1 3 3
3 10 8
9 10 8
10 4 8
9 5 6
5 7 7
9 7 8
3 1 3
10 6 6
5 6 8
10 4 8
3 7 8
8 1 8
4 9 9
9 1 3
8 6 8
5 6 8
6 5 8
5 2 8
7 8 8
5 3 8
1 10 8
10 2 8
3 8 8
2 9 8
2 10 8
8 3 8
4 9 8
1 3 3
7 4 8
6 1 8
4 10 8
1 7 8
4 6 8
7 6 7
10 2 8
3 7 8
28 52
23 21 5
17 12 17
4 19 5
1 7 5
2 27 5
9 26 5
3 8 5
1 18 18
11 17 5
10 14 5
8 15 5
17 8 5
13 23 4
25 18 18
4 20 5
15 6 5
1 20 1
10 13 13
10 19 5
6 13 5
6 22 5
2 23 5
12 17 17
8 12 5
16 13 13
5 19 5
6 22 5
4 13 4
3 13 4
21 19 5
21 11 5
16 8 5
20 16 5
20 28 28
20 4 5
6 25 1
27 13 5
22 9 5
6 26 5
22 1 5
5 1 5
19 11 11
13 17 5
5 9 5
26 24 5
8 27 5
15 26 4
10 4 4
9 5 5
18 21 17
6 26 5
4 7 5
9 84
9 8 9
4 8 5
4 5 5
3 5 5
7 6 5
8 3 3
1 2 5
3 5 5
2 8 5
1 7 5
8 4 5
6 5 5
1 9 5
8 2 5
9 5 5
6 8 6
9 8 9
6 5 5
7 5 5
6 4 5
4 5 5
9 8 9
8 7 5
7 4 5
3 2 5
2 5 5
8 4 5
2 6 5
3 5 5
4 3 5
5 9 5
5 6 5
2 9 5
3 4 5
6 4 5
2 9 5
7 2 7
5 6 6
4 8 5
3 8 3
8 7 5
1 7 5
2 9 5
6 1 5
3 7 5
5 9 5
8 2 5
8 6 6
3 9 9
4 3 5
6 5 5
3 7 6
6 1 5
2 9 5
8 4 5
7 6 5
7 4 5
1 2 5
8 7 5
6 3 6
2 5 5
9 3 9
9 6 6
4 5 5
6 2 5
1 6 5
7 4 5
1 6 5
8 4 4
4 3 5
7 4 5
5 7 5
3 5 5
4 8 5
8 4 5
1 5 5
3 6 6
1 8 5
5 1 5
9 2 5
2 1 5
5 1 5
1 2 5
9 8 9
8 65
8 5 6
4 5 6
1 4 6
5 3 3
8 1 6
7 2 6
3 8 6
3 8 6
8 2 6
7 2 6
1 3 3
6 2 6
2 6 6
4 8 8
7 2 6
2 8 6
7 6 6
4 6 6
8 6 6
5 1 3
3 5 3
5 2 6
6 7 6
3 8 6
4 7 6
7 1 1
6 1 6
8 1 6
4 8 6
5 3 3
7 2 6
1 6 6
3 8 6
8 7 6
8 3 6
6 8 6
6 2 6
6 8 6
6 1 6
3 8 6
7 4 6
6 4 6
5 3 3
5 1 3
1 4 6
6 3 6
4 7 6
8 3 6
8 4 8
2 1 6
7 6 6
2 1 6
7 8 6
8 3 6
2 8 6
5 3 3
5 6 6
6 2 6
4 3 6
1 7 1
6 3 6
7 6 6
8 4 8
8 4 8
4 6 6
59 95
10 59 15
34 32 15
40 37 15
33 50 15
14 17 15
55 36 15
10 9 15
34 47 15
39 15 15
15 57 15
44 34 34
28 40 12
16 20 15
6 9 15
13 59 59
10 16 15
30 43 15
50 27 15
55 31 15
52 29 15
10 59 15
18 23 18
15 56 15
1 26 15
36 12 15
29 16 16
14 5 15
18 40 15
54 17 15
13 24 15
20 13 15
5 16 15
19 52 12
44 31 44
34 2 15
13 33 33
14 43 12
50 4 15
58 13 15
9 48 15
57 45 15
51 3 15
34 14 15
5 9 15
3 11 15
9 2 15
35 29 15
31 23 16
59 18 15
14 6 12
2 25 15
32 26 15
52 28 46
18 5 15
2 14 15
46 26 15
1 16 15
30 10 15
43 25 12
17 5 15
30 57 15
13 44 15
29 23 16
8 19 12
5 13 59
39 46 15
31 45 16
17 22 15
28 39 15
16 30 16
38 16 15
16 57 15
14 33 15
6 51 15
35 37 15
34 24 34
29 43 15
5 26 15
47 14 15
10 49 15
9 23 15
13 31 15
19 33 15
45 8 15
41 56 44
58 20 15
33 46 15
53 38 15
59 5 59
33 15 15
36 56 15
47 58 15
9 44 15
48 28 15
32 54 15
15 59
9 11 9
7 11 7
2 14 1
12 15 15
3 9 9
11 6 2
11 7 7
11 3 11
8 4 1
7 14 13
13 9 9
8 12 2
11 10 9
6 13 2
9 13 9
6 15 2
12 15 15
6 8 8
15 12 15
3 1 2
13 2 2
10 11 9
7 4 2
2 3 2
13 14 13
9 4 9
15 12 15
8 10 9
3 2 2
14 2 2
7 8 2
14 3 13
7 13 13
10 9 9
8 7 2
8 1 1
8 4 1
4 13 2
2 7 2
5 4 1
12 10 9
12 2 2
1 2 2
15 5 2
15 1 2
5 9 9
11 14 14
10 13 9
9 10 9
3 1 2
10 11 9
6 2 2
2 13 2
4 11 2
2 15 2
6 5 5
15 7 2
2 4 2
1 6 1
45 100
30 27 15
44 26 13
5 42 15
41 16 4
29 35 13
16 31 4
10 2 13
31 16 4
38 14 13
37 45 37
3 43 13
36 18 13
24 1 13
42 25 15
44 42 13
37 34 37
34 13 13
42 31 4
34 37 37
19 26 4
26 31 4
41 44 13
29 37 37
26 29 15
43 26 13
28 26 13
38 17 13
19 28 13
32 5 15
9 29 9
9 22 13
11 12 15
32 1 15
1 13 13
27 37 37
2 25 15
3 20 40
32 43 13
1 36 15
27 31 15
16 38 13
28 24 13
34 42 15
1 16 15
44 23 13
44 18 13
40 42 15
25 6 15
8 9 13
20 26 15
5 21 15
25 29 25
20 16 15
13 35 13
27 1 1
44 9 13
27 38 13
26 44 13
31 20 15
4 23 15
29 30 15
6 34 15
30 13 13
38 6 13
37 40 37
16 36 15
38 44 13
42 21 4
9 36 15
42 36 15
42 36 15
29 6 15
11 17 4
39 23 13
7 20 15
19 26 4
2 44 13
30 3 15
26 12 15
18 2 13
28 1 13
35 5 13
37 27 37
13 30 13
8 37 13
26 1 15
16 8 13
39 8 13
17 18 13
37 16 15
22 32 13
44 3 13
1 15 15
27 33 15
3 1 40
28 26 13
43 25 13
29 17 15
3 18 13
38 25 13
58 46
13 33 25
31 47 25
6 50 25
52 48 25
2 26 25
7 49 25
12 58 25
7 55 25
49 33 33
31 10 25
20 2 25
4 32 25
44 15 44
50 25 25
45 42 4
45 6 25
39 28 25
26 2 25
46 52 25
18 55 25
36 11 25
49 30 33
1 35 25
43 27 25
6 50 25
21 44 25
21 55 25
55 2 25
11 35 25
55 47 25
31 47 25
50 23 25
47 2 25
1 39 25
25 46 25
14 53 25
15 25 25
48 51 25
35 46 25
55 38 25
8 17 25
49 43 25
12 40 25
56 54 44
42 45 4
21 30 25
34 18
16 22 16
26 3 3
14 29 20
1 7 3
22 12 24
9 5 4
22 1 3
22 12 24
25 5 4
29 12 24
24 25 3
7 31 3
27 15 27
13 34 3
33 12 3
24 17 24
7 24 3
12 1 3
51 66
49 26 16
25 10 44
23 31 44
37 12 16
34 4 44
46 15 44
25 29 44
22 51 6
47 12 16
13 36 16
45 8 47
38 15 16
22 10 23
42 18 16
34 51 44
4 22 44
28 5 44
13 40 16
25 32 44
8 32 44
39 44 44
44 4 44
30 51 44
49 17 2
49 50 47
44 16 44
27 51 44
48 38 16
45 27 47
10 50 44
24 34 44
21 44 44
1 47 1
35 9 44
18 37 16
31 18 16
23 8 44
14 1 1
19 2 44
10 29 23
23 28 44
22 35 44
20 27 16
15 6 44
3 44 44
26 15 16
16 36 16
11 17 44
44 8 44
37 49 47
28 7 35
15 27 15
45 34 44
36 20 16
20 51 44
21 19 23
26 1 1
7 43 44
48 18 16
28 3 44
30 35 44
48 11 44
41 35 35
42 4 47
19 1 44
14 24 44
43 38
33 27 33
9 35 33
41 28 28
10 8 33
30 38 33
13 32 32
36 32 33
31 1 33
8 2 33
5 36 36
23 27 33
5 41 5
24 42 24
29 41 24
28 40 33
41 6 33
14 40 33
31 8 33
2 41 33
15 10 33
25 23 42
26 30 33
17 35 33
42 10 33
15 19 33
41 29 24
38 24 33
24 17 24
15 30 33
21 20 33
23 38 33
2 27 33
15 5 36
16 41 33
14 42 33
35 22 18
2 1 32
30 19 33
27 98
8 2 20
13 3 3
27 1 6
27 11 11
13 5 18
17 15 20
17 3 20
1 20 20
6 17 20
23 15 20
6 5 6
5 9 20
24 7 19
8 15 19
8 22 22
14 11 20
17 23 14
4 14 20
4 16 18
3 24 19
26 27 20
22 17 20
27 6 6
7 14 20
10 15 19
17 18 20
4 3 18
23 18 20
15 18 19
26 25 20
12 15 20
6 16 6
17 10 20
2 3 20
12 17 14
10 2 20
9 17 14
14 22 20
8 10 6
27 20 20
17 7 20
21 1 19
23 16 20
11 22 11
3 20 20
20 3 20
2 22 20
11 20 20
7 26 20
7 27 6
10 26 20
21 12 20
21 9 20
4 20 20
1 11 11
10 24 19
11 10 11
17 11 20
20 11 20
6 3 6
15 24 15
3 10 18
2 4 20
24 17 20
11 10 11
10 6 6
14 20 20
17 23 14
22 8 22
17 9 14
25 15 19
19 13 19
9 10 20
15 4 19
11 7 11
3 8 6
21 9 20
26 16 20
23 24 20
19 10 19
22 13 6
20 26 20
7 14 20
27 25 6
12 27 20
6 13 6
19 27 19
15 4 19
27 15 19
16 20 20
3 8 6
2 22 20
2 11 20
4 5 18
4 26 20
5 17 20
10 24 19
7 5 1
10 102
5 4 5
8 5 8
6 8 8
6 7 8
4 6 8
1 7 7
1 3 8
4 1 8
6 4 8
9 2 8
2 5 8
5 2 8
7 6 8
6 2 6
5 3 8
4 1 8
2 7 8
10 3 8
6 1 8
2 7 8
3 2 8
6 5 8
9 2 8
10 4 10
2 6 6
10 4 10
9 6 8
3 10 8
4 1 8
7 8 8
6 8 8
1 7 7
1 3 8
8 5 8
6 9 8
5 8 8
5 3 8
2 9 8
8 6 8
8 4 8
2 10 8
1 8 8
2 3 8
6 3 8
2 7 8
1 7 7
4 8 8
8 7 8
5 10 5
9 2 8
10 9 8
9 8 8
9 8 8
10 8 8
9 4 8
6 2 6
9 3 8
5 10 5
5 10 5
6 10 8
1 3 8
9 2 8
3 4 8
7 3 8
2 5 8
3 8 8
6 5 8
5 4 5
4 2 8
7 8 8
4 5 5
4 5 5
9 1 8
4 6 8
4 9 8
10 7 8
2 5 8
9 1 8
8 4 8
1 9 8
2 6 6
7 5 8
6 9 8
4 8 8
6 7 8
4 10 10
8 4 8
9 1 8
3 9 8
3 7 8
5 3 8
3 10 8
10 8 8
5 10 5
9 2 8
10 2 8
1 7 7
8 1 8
5 9 8
1 10 8
3 5 8
9 5 8
57 107
20 19 20
52 47 14
16 21 57
57 35 14
15 20 14
33 10 13
32 47 13
11 7 13
31 23 14
12 26 13
42 51 14
45 18 13
13 28 14
15 20 14
14 12 14
42 31 14
29 15 13
45 22 13
7 4 13
1 29 13
1 17 57
13 33 13
51 50 13
10 43 13
42 17 14
45 24 14
27 6 14
4 15 13
39 55 13
52 39 14
28 34 28
28 8 14
46 44 14
36 38 14
50 16 16
15 51 13
11 25 14
16 51 13
18 52 14
49 23 7
12 40 14
15 29 13
47 55 13
8 55 14
46 15 14
53 24 14
37 22 14
3 33 13
34 13 14
18 34 14
25 51 14
22 56 14
1 50 1
52 35 24
30 35 20
40 20 24
14 36 14
7 44 13
9 2 14
5 7 14
21 49 7
2 33 11
17 4 13
19 56 24
34 48 34
5 4 14
55 6 14
36 49 14
12 23 13
40 51 14
8 56 14
51 43 51
4 35 14
24 9 24
7 57 57
18 11 13
47 48 14
23 31 14
27 5 14
46 53 14
55 1 13
25 43 14
14 11 14
31 27 14
28 5 14
34 41 14
40 36 24
32 20 14
21 29 13
40 6 24
48 29 14
23 51 13
1 14 14
36 41 14
21 28 14
18 50 13
12 8 14
8 40 14
10 41 14
52 15 14
12 11 13
36 34 14
54 22 14
57 27 13
48 38 14
51 48 14
38 21 13
49 70
49 29 29
42 12 18
34 10 18
49 17 18
40 31 18
16 20 10
44 28 18
41 30 41
27 46 18
6 37 18
3 16 4
33 3 49
32 23 4
33 12 18
38 46 18
40 31 18
12 41 41
3 19 18
35 16 18
1 23 18
8 45 18
15 14 18
14 44 14
6 26 18
14 7 18
38 3 18
47 44 18
22 20 18
4 24 18
9 28 18
35 38 18
33 40 18
7 6 18
6 25 18
36 10 4
40 1 18
30 10 22
14 20 18
35 27 18
31 10 18
27 38 18
41 46 18
31 30 41
38 13 18
45 44 45
5 26 47
26 22 18
15 19 32
16 11 18
35 8 18
6 34 18
46 37 46
21 26 47
49 6 18
45 4 22
4 19 18
48 31 18
48 22 18
30 8 18
26 20 1
33 12 18
16 28 18
31 15 18
33 13 47
47 21 47
16 26 18
18 35 18
33 14 18
12 16 18
21 45 18
57 91
41 50 23
45 27 45
26 13 45
12 8 40
45 57 23
54 1 23
34 24 31
45 10 35
15 42 23
3 18 23
20 43 23
23 21 23
36 55 23
32 47 23
52 8 23
35 56 23
22 5 23
9 10 23
16 39 23
34 23 10
23 12 23
18 8 23
52 49 23
36 29 35
40 13 15
41 9 23
23 55 23
28 12 23
18 55 23
40 13 23
55 43 23
54 17 4
41 27 23
46 1 35
18 30 23
10 45 35
54 26 23
16 14 23
54 29 23
31 4 23
47 17 23
38 48 56
41 46 35
26 17 23
24 27 23
17 45 23
19 39 23
27 9 23
30 50 23
53 48 49
44 55 23
27 47 23
17 23 23
57 54 23
47 17 23
41 54 23
33 44 23
35 38 35
5 15 6
42 28 23
24 11 31
25 35 35
17 48 23
15 27 23
38 19 37
19 40 31
16 17 23
32 2 23
10 13 49
22 15 45
2 28 23
25 44 35
32 56 23
48 7 40
11 32 31
28 20 29
33 40 32
34 37 23
31 17 31
51 13 23
18 29 35
34 17 31
17 31 31
28 57 23
40 10 23
45 3 23
28 56 23
52 21 23
10 47 23
39 14 23
25 21 21
16 57
5 4 13
3 14 3
3 9 3
13 5 13
2 7 13
2 4 13
6 9 16
3 8 3
3 16 16
2 8 3
16 8 16
10 12 13
4 13 13
16 1 16
10 13 13
1 2 3
15 6 16
9 7 13
1 6 16
9 14 3
8 14 3
15 16 16
3 13 13
15 2 3
14 13 13
14 5 14
5 13 13
3 8 3
10 2 3
3 2 3
2 15 3
1 2 3
11 12 13
4 14 13
4 15 13
4 10 13
4 9 13
1 5 3
15 9 3
12 2 13
13 4 13
13 7 13
11 3 16
8 15 3
14 9 3
16 8 16
11 4 13
15 3 3
7 13 13
16 8 16
9 6 16
3 9 3
5 14 14
13 11 13
14 16 16
11 1 16
16 10 16
46 26
45 6 45
41 7 45
9 20 45
13 25 45
46 44 25
33 22 45
32 1 1
1 35 45
24 7 45
46 35 45
44 1 1
13 8 45
40 20 45
12 28 28
11 5 45
1 46 1
37 3 45
3 14 13
9 43 7
37 3 45
36 38 45
17 37 7
39 3 45
7 18 7
20 7 45
39 31 45
10 48
5 10 10
5 8 8
7 5 8
7 6 8
4 6 4
7 10 8
5 1 8
1 10 8
7 8 8
4 3 3
8 9 8
5 8 8
3 1 8
9 1 8
2 10 8
6 9 8
9 8 8
5 4 8
6 1 8
3 1 8
10 9 10
4 9 8
9 4 8
9 8 8
4 6 4
4 7 8
10 4 8
4 10 8
10 3 8
5 1 8
10 8 8
2 10 8
10 9 10
7 4 8
7 9 8
3 2 3
7 2 8
1 3 8
3 9 8
9 3 8
1 7 8
4 6 4
6 5 8
7 6 8
1 10 8
2 7 8
5 9 10
9 6 8
53 88
8 3 19
52 26 19
9 17 19
10 15 19
2 38 19
45 9 19
23 1 47
3 45 37
27 44 27
3 29 27
41 10 34
51 11 27
25 32 19
42 49 27
44 8 19
37 44 37
32 6 6
52 23 19
15 45 19
40 51 19
45 43 43
27 45 27
18 52 19
1 22 19
40 32 19
49 26 19
22 15 22
50 39 39
29 15 19
20 28 19
29 51 27
42 21 19
9 39 34
17 30 27
20 40 48
18 38 19
39 22 19
28 19 19
26 31 19
7 5 47
29 18 19
34 16 34
41 21 19
2 38 19
5 49 19
34 50 34
10 39 34
22 2 19
52 51 52
9 36 19
38 5 19
51 4 37
39 7 34
21 44 19
21 50 19
38 44 32
36 20 19
9 39 34
46 39 19
26 2 2
51 44 37
31 35 34
41 23 41
53 27 27
3 10 19
47 4 19
9 48 48
19 28 19
2 6 19
2 47 19
48 13 34
14 30 19
31 32 19
14 29 19
51 18 19
38 39 19
2 53 19
6 13 19
48 3 19
7 34 34
26 7 19
18 38 19
11 2 19
43 27 27
49 52 27
39 1 34
15 26 19
39 40 34
52 32
43 49 12
41 50 12
48 28 12
23 36 33
49 29 12
48 17 12
2 10 33
4 5 4
15 46 4
32 34 12
43 35 48
31 42 12
18 7 7
17 6 12
40 25 4
50 7 12
38 7 12
35 18 12
23 15 4
40 29 12
21 20 33
7 8 12
3 48 12
11 7 12
6 25 12
9 44 12
12 30 12
19 27 33
29 37 12
23 24 33
42 19 12
23 21 33
59 106
1 49 24
13 18 24
49 33 24
45 41 24
40 31 25
47 3 47
25 40 25
5 25 25
22 46 24
17 18 1
34 35 42
47 5 23
11 15 24
33 51 24
23 7 23
34 46 24
56 9 9
21 19 54
31 7 25
36 59 23
52 3 23
32 20 24
19 32 54
50 34 50
44 29 24
34 43 23
7 8 54
30 6 54
52 42 23
10 56 54
48 15 24
24 38 23
32 21 54
58 40 54
33 19 54
5 7 23
38 53 23
59 27 58
41 1 24
36 3 23
7 52 23
13 44 24
30 17 24
25 30 25
41 37 24
30 10 24
32 7 54
43 42 23
13 3 24
33 12 24
3 6 54
9 10 54
50 7 54
43 6 23
42 16 54
30 44 24
18 51 18
11 21 54
25 2 49
31 19 25
32 46 24
53 50 24
57 44 24
51 24 24
32 25 25
54 37 54
33 47 24
28 33 54
11 39 54
56 37 54
11 42 24
56 11 54
29 57 24
54 9 54
28 25 25
55 18 54
46 22 24
48 3 3
44 48 24
51 57 24
30 53 24
23 48 23
41 36 23
31 18 25
53 36 23
18 13 24
19 4 54
16 32 54
24 35 24
13 38 23
30 29 24
37 47 24
4 41 10
47 52 23
42 3 24
45 44 1
18 23 23
11 4 24
48 55 54
57 41 24
34 59 54
34 54 54
56 13 54
49 40 49
59 46 54
35 34 42
47 96
20 16 44
24 13 39
31 26 26
25 26 26
16 1 44
13 12 39
44 21 44
38 33 38
7 27 38
10 21 39
37 5 26
40 36 39
25 46 39
17 36 39
13 32 39
26 2 38
39 10 39
9 36 39
37 38 38
29 18 39
17 27 38
26 21 39
4 22 44
28 39 39
25 19 26
1 16 44
24 40 40
24 36 39
20 40 12
46 18 39
10 3 26
30 26 26
42 26 26
19 36 39
32 22 38
14 4 44
19 3 26
23 25 38
3 38 38
23 2 38
19 23 38
3 45 9
20 13 39
25 19 26
22 10 38
43 4 44
22 45 38
9 16 44
28 45 26
16 43 44
18 30 26
39 19 39
7 13 39
20 6 20
27 3 38
3 34 26
1 30 26
42 45 26
19 27 38
15 7 38
28 5 26
43 36 39
8 45 26
42 47 39
15 18 38
6 13 39
30 46 39
31 10 10
11 5 11
11 44 44
6 30 26
14 47 26
21 27 39
28 25 26
3 7 26
5 44 44
22 17 38
21 43 39
1 21 39
34 24 18
29 22 39
41 32 32
41 10 26
6 39 39
37 40 26
23 28 38
12 8 26
3 12 12
2 6 38
40 20 26
41 32 32
19 25 26
47 18 39
12 19 26
3 39 39
38 22 38
30 94
26 6 6
15 2 15
27 16 28
12 7 7
28 10 28
21 6 28
1 15 28
4 13 28
24 22 28
25 13 28
23 12 28
7 25 28
4 15 28
5 1 10
9 20 20
25 28 28
27 9 28
16 15 28
10 26 10
19 24 28
18 24 28
11 17 28
21 5 28
27 13 28
30 22 22
25 10 6
27 9 28
29 8 28
29 24 28
14 26 28
16 19 28
15 26 28
1 8 28
1 30 28
3 27 28
2 24 28
28 3 28
30 10 28
30 21 21
11 14 28
9 10 6
3 25 28
12 29 7
21 14 28
3 15 28
2 17 28
2 12 28
20 17 28
23 19 6
24 28 28
27 18 28
25 4 6
15 3 28
16 30 28
